0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,r,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,a,c,t,0,0,0,0,0,w
0,0,0,0,0,0,0,0,0,0,0,r,0,r,0,0,0,0,0,5,2,0,0,b,d,0,0,0,0,0,0,w
0,0,0,0,0,0,0,0,r,0,r,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,w
0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,w
r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,r,0,r,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,0,0,0,0,r,r,r,0,0,0,5,8,9,8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,0,r,0,0,0,r,0,0,0,0,6,p,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,w
0,0,0,r,0,0,r,0,0,t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,r,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,r,0,0,r,0,0,0,0,0,8,0,0,0,0,0,e,f,0,0,0,0,0,0,0,0,0,0,0,0,0,w
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g,0,0,0,0,0,0,0,0,w
0,0,0,r,0,0,r,0,0,0,0,8,0,0,3,3,3,0,0,0,0,0,0,0,0,e,f,0,0,0,0,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
